Model ID,Glass type,Coat date,Coating Line,Emulsion Thickness,Triazine % in Paint 1 ,Triazine % in Paint 2,Paint 1 Cohesion,Paint 2 Cohesion,Paints 1 & 2 Mix Ratio (%),Glass temp. prior coating,UV test result (Resistance),Min Resistance,Max Resistance
PE4,731,03/23/2019,CNN,11,65,88,50.8,47.6,79,31,0.656,0.598,0.695
PE4,731,03/23/2019,NDH,11,65,88,50.8,47.6,77,31,0.671,0.598,0.695
PE4,731,03/23/2019,NDH,10,65,88,50.8,47.6,77,32,0.643,0.598,0.695
PE4,731,03/23/2019,CNN,11,65,88,50.8,47.6,80,31,0.642,0.598,0.695
PE4,731,04/08/2019,NDH,10,65,88,50,53.6,76,32,0.574,0.598,0.695
PE4,731,04/08/2019,CNN,11,65,88,50,53.6,78,32,0.585,0.598,0.695
PE4,731,04/08/2019,NDH,10,65,88,50,53.6,76.5,31,0.643,0.598,0.695
PE4,731,04/08/2019,CNN,10,65,88,50,53.6,78.5,32,0.640,0.598,0.695
PE4,731,04/21/2019,NDH,10,65,88,50,53.6,78.5,31,0.705,0.598,0.695
PE4,731,04/21/2019,CNN,11,65,88,50,53.6,79,32,0.630,0.598,0.695
PE4,731,05/17/2019,NDH,10,65,88,54,50.8,78.5,31,0.760,0.598,0.695
PE4,731,05/17/2019,CNN,9,65,88,54,50.8,79.3,32,0.656,0.598,0.695
PE4,731,05/17/2019,NDH,10,65,88,54,50.8,80,31,0.665,0.598,0.695
PE4,731,05/18/2019,NDH,10,65,88,50,53.6,79.5,31,0.628,0.598,0.695
PE4,731,05/18/2019,CNN,11,65,88,50,53.6,79.8,32,0.675,0.598,0.695
PE4,731,05/19/2019,NDH,10,65,88,54,49.6,80,32,0.625,0.598,0.695
PE4,731,06/11/2019,NDH,8,65,88,54.8,50,76,34,0.560,0.598,0.695
PE4,731,06/11/2019,CNN,10,65,88,54.8,50,79.5,32,0.660,0.598,0.695
PE4,731,06/12/2019,NDH,10,65,88,54.8,50,77,32,0.650,0.598,0.695
PE4,731,06/12/2019,CNN,11,65,88,54.8,50,79.5,32,0.611,0.598,0.695
PE4,731,06/13/2019,NDH,10,65,88,54.4,50,79,31,0.705,0.598,0.695
PE4,731,06/28/2019,NDH,10,65,88,52.8,45.6,77.7,35,0.609,0.598,0.695
PE4,731,06/28/2019,CNN,11,65,88,52.8,45.6,77,35,0.557,0.598,0.695
PE4,731,07/15/2019,NDH,10,65,88,52.8,45.6,79.2,36,0.701,0.598,0.695
PE4,731,07/15/2019,CNN,10,65,88,52.8,45.6,78.3,34,0.679,0.598,0.695
PE4,731,07/16/2019,NDH,10,65,88,52.8,45.6,80.5,33,0.597,0.598,0.695
PE4,731,07/16/2019,CNN,10,65,88,52.8,45.6,78.5,32,0.597,0.598,0.695
PE4,731,08/16/2019,NDH,10,65,88,52.8,45.6,78,30,0.567,0.598,0.695
PE4,731,08/16/2019,CNN,10,65,88,52.8,45.6,78.5,31,0.542,0.598,0.695
PE4,731,08/16/2019,CNN,10,65,88,52.8,45.6,77,31,0.610,0.598,0.695
PE4,731,08/16/2019,CNN,10,65,88,52.8,45.6,75,31,0.626,0.598,0.695
PE4,731,08/25/2019,NDH,8,65,88,52.8,45.6,80.4,32,0.705,0.598,0.695
PE4,731,08/25/2019,CNN,8,65,88,52.8,45.6,79,31,0.615,0.598,0.695
PE4,731,08/26/2019,NDH,8,65,88,55.2,45.6,79.8,33,0.611,0.598,0.695
PE4,731,08/26/2019,CNN,9,65,88,55.2,45.6,78,31,0.615,0.598,0.695
PE4,731,09/02/2019,NDH,10,65,88,55.2,45.6,77.7,32,0.606,0.598,0.695
PE4,731,09/02/2019,CNN,10,65,88,55.2,45.6,79,32,0.632,0.598,0.695
PE4,731,09/02/2019,NDH,9,65,88,55.2,45.6,77.7,32,0.600,0.598,0.695
PE4,731,09/02/2019,CNN,9,65,88,55.2,45.6,79.5,32,0.640,0.598,0.695
PO7,999,03/22/2019,CNN,14,65,88,50.8,47.6,78.5,29,0.788,0.565,0.637
PO7,999,03/22/2019,CNN,14,65,88,50.8,47.6,80.5,29,0.620,0.565,0.637
PO7,999,03/23/2019,CNN,14,65,88,50.8,47.6,78.5,30,0.425,0.565,0.637
PO7,999,03/23/2019,CNN,14,65,88,50.8,47.6,78.5,30,0.540,0.565,0.637
PO7,999,04/02/2019,CNN,14,65,88,50.8,53.6,75,29,0.608,0.565,0.637
PO7,999,05/11/2019,CNN,14,65,88,54,49.6,75,30,0.606,0.565,0.637
PO7,999,06/30/2019,CNN,11,65,88,54.4,45,78.5,32,0.760,0.565,0.637
PO7,999,06/30/2019,CNN,11,65,88,54.4,45,78.5,32,0.656,0.565,0.637
PO7,999,06/30/2019,CNN,11,65,88,54.4,45,80.5,32,0.623,0.565,0.637
PO7,999,08/21/2019,CNN,14,65,88,55.2,45.6,78.5,30,0.760,0.565,0.637
PO7,999,08/27/2019,CNN,10,65,88,55.2,45.2,81.5,31,0.670,0.565,0.637
SK2,8834,03/26/2019,NDH,13,65,88,50.8,47.6,78.1,31,0.551,0.565,0.63
SK2,8834,03/26/2019,CNN,13,65,88,50.8,47.6,77.5,32,0.602,0.565,0.63
SK2,8834,03/26/2019,NDH,13,65,88,50.8,47.6,76.5,31,0.604,0.565,0.63
SK2,8834,04/29/2019,NDH,13,65,88,50,49.6,77.2,32,0.648,0.565,0.63
SK2,8834,04/29/2019,CNN,14,65,88,50,49.6,77.5,31,0.580,0.565,0.63
SK2,8834,05/31/2019,NDH,11,65,88,54.8,50,76,31,0.555,0.565,0.63
SK2,8834,05/31/2019,CNN,12,65,88,54.8,50,78,30,0.629,0.565,0.63
SK2,8834,07/10/2019,NDH,11,65,88,55.2,45,78,38,0.608,0.565,0.63
SK2,8834,07/10/2019,CNN,10,65,88,55.2,45,81.2,32,0.742,0.565,0.63
SK2,8834,07/10/2019,CNN,10,65,88,55.2,45,81.2,,0.595,0.565,0.63
SK2,8834,08/23/2019,NDH,13,65,88,55.2,45.6,77.3,32,0.630,0.565,0.63
SK2,8834,08/23/2019,CNN,13,65,88,55.2,45.6,78.2,32,0.648,0.565,0.63
SS4,8078,03/04/2019,NDH,13,65,88,52.8,52,71.4,31,1.475,1.09,1.25
SS4,8078,03/04/2019,CNN,14,65,88,52.8,52,69.5,31,1.274,1.09,1.25
SS4,8078,03/04/2019,NDH,13,65,88,52.8,52,71.4,31,1.158,1.09,1.25
SS4,8078,04/12/2019,NDH,10,65,88,50,53.6,73,32,1.448,1.09,1.25
SS4,8078,04/12/2019,CNN,12,65,88,50,53.6,73,32,1.527,1.09,1.25
SS4,8078,04/12/2019,NDH,10,65,88,50,53.6,73,31,1.159,1.09,1.25
SS4,8078,04/12/2019,CNN,12,65,88,50,53.6,73,32,1.162,1.09,1.25
SS4,8078,05/14/2019,NDH,12,65,88,54,49.6,71,30,1.155,1.09,1.25
SS4,8078,05/14/2019,CNN,13,65,88,54,49.6,70,32,1.080,1.09,1.25
SS4,8078,07/25/2019,NDH,13,65,88,55.2,45.2,68.5,35,1.060,1.09,1.25
SS4,8078,07/25/2019,CNN,13,65,88,55.2,45.2,70.1,38,1.130,1.09,1.25
WV2,333,03/09/2019,NDH,14,70,85,44,52.8,77,30,0.551,0.541,0.61
WV2,333,03/09/2019,CNN,13,70,85,44,52.8,79,31,0.619,0.541,0.61
WV2,333,03/10/2019,NDH,14,70,85,44,52.8,77.5,30,0.516,0.541,0.61
WV2,333,03/24/2019,NDH,14,70,85,44,52,76.8,31,0.539,0.541,0.61
WV2,333,03/24/2019,CNN,14,70,85,44,52,77.8,32,0.533,0.541,0.61
WV2,333,04/05/2019,NDH,14,70,85,43.2,53.2,75.8,30,0.530,0.541,0.61
WV2,333,04/15/2019,NDH,11,70,85,46,54.8,77.5,30,0.516,0.541,0.61
WV2,333,04/15/2019,CNN,12,70,85,46,54.8,80,30,0.632,0.541,0.61
WV2,333,04/15/2019,NDH,12,70,85,46,54.8,78.7,30,0.618,0.541,0.61
WV2,333,05/15/2019,NDH,15,70,85,40,54,77,31,0.559,0.541,0.61
WV2,333,05/15/2019,CNN,13,70,85,40,54,78,32,0.563,0.541,0.61
WV2,333,06/06/2019,NDH,12,70,85,42.8,53.2,77.8,31,0.620,0.541,0.61
WV2,333,06/06/2019,CNN,14,70,85,46,54.8,77.8,32,0.638,0.541,0.61
WV2,333,07/08/2019,NDH,12,70,85,40.8,50,77.6,34,0.540,0.541,0.61
WV2,333,07/08/2019,CNN,12,70,85,40.8,50,77.6,32,0.543,0.541,0.61
WV2,333,07/25/2019,NDH,12,70,85,40.8,50,80.2,37,0.650,0.541,0.61
WV2,333,07/25/2019,CNN,13,70,85,40.8,50,77.6,36,0.540,0.541,0.61
WV2,333,07/25/2019,NDH,12,70,85,40.8,50,80.2,37,0.572,0.541,0.61
WV2,333,08/24/2019,NDH,10,70,85,42,52.4,82.5,33,0.732,0.541,0.61
WV2,333,08/24/2019,CNN,12,70,85,42,52.4,79.5,32,0.628,0.541,0.61
WV2,333,08/24/2019,NDH,10,70,85,42,52.4,83,33,0.594,0.541,0.61
WV2,333,09/01/2019,NDH,12,70,85,40.4,50,78,35,0.552,0.541,0.61
WV2,333,09/01/2019,CNN,12,70,85,40.4,50,77.8,33,0.540,0.541,0.61
